timestamp,config,p50_ms,p95_ms,p99_ms,throughput_qps,attacker_rps
2026-04-12T07:49:39Z,baseline,0.918,4.496,17.932,1601.885815364709,0
2026-04-12T07:50:42Z,sidecar_isolation,0.995,6.318,1665.807,519.3176162133249,986.48
2026-04-12T07:51:47Z,sidecarless_contention,1.206,6.432,1585.902,594.6650760665135,957.93
