timestamp,experiment,tenant,noise_level,traffic_pattern,isolation_method,identity_mode,strategy,containers,failure_mode,p50_ms,p95_ms,p99_ms,jitter_ms,throughput_rps,tail_amplification,isolation_score
2026-03-22T12:58:59+05:30,exp_00130_nhigh_pconstant_mnone_idip_c3_fspike_it1,tenant1,high,constant,none,ip,none,3,spike,0.919,7.947,10.930,2.635,16.237,11.8934,7.1861
2026-03-22T12:58:02+05:30,exp_00129_nhigh_pconstant_mnone_idip_c3_fnone_it1,tenant1,high,constant,none,ip,none,3,none,0.980,7.463,10.923,2.534,16.511,11.1459,7.1815
2026-03-22T13:49:53+05:30,exp_00186_nhigh_pintermittent_mebpf_idip_c3_fspike_it1,tenant2,high,intermittent,ebpf,ip,rate_limit,3,spike,0.822,6.385,10.912,2.537,16.380,13.2749,8.8428
2026-03-22T11:12:01+05:30,exp_00050_nlow_pconstant_mnone_idcgroup_c3_fnone_it5,tenant1,low,constant,none,ip,none,3,none,0.719,2.092,10.907,2.595,21.944,15.1697,7.1709
2026-03-22T13:04:35+05:30,exp_00136_nhigh_pconstant_mtc_idcgroup_c3_fspike_it1,tenant2,high,constant,tc,ip,none,3,spike,0.847,6.966,10.866,2.392,16.706,12.8288,8.8055
2026-03-22T13:41:18+05:30,exp_00176_nhigh_pdelayed_start_madaptive_idcgroup_c3_fspike_it1,tenant1,high,delayed_start,adaptive,cgroup,adaptive,3,spike,1.005,7.188,10.770,2.384,16.453,10.7164,7.0809
2026-03-22T13:03:39+05:30,exp_00135_nhigh_pconstant_mtc_idcgroup_c3_fnone_it1,tenant2,high,constant,tc,ip,none,3,none,0.901,7.418,10.733,2.541,16.603,11.9123,8.6977
2026-03-22T12:58:59+05:30,exp_00130_nhigh_pconstant_mnone_idip_c3_fspike_it1,tenant2,high,constant,none,ip,none,3,spike,0.996,7.150,10.718,2.515,15.962,10.7610,8.6856
2026-03-22T10:21:45+05:30,exp_00024_nlow_pconstant_mnone_idip_c5_fspike_it4,tenant1,low,constant,none,ip,none,5,spike,0.793,2.395,10.681,1.605,18.419,13.4691,7.0224
2026-03-22T10:44:46+05:30,exp_00036_nlow_pconstant_mnone_idip_c10_fspike_it1,tenant2,low,constant,none,ip,none,10,spike,0.777,2.572,10.665,1.472,20.857,13.7259,8.6426
2026-03-22T13:40:22+05:30,exp_00175_nhigh_pdelayed_start_madaptive_idcgroup_c3_fnone_it1,tenant2,high,delayed_start,adaptive,cgroup,adaptive,3,none,0.853,6.705,10.592,2.486,15.909,12.4174,8.5835
2026-03-22T13:37:30+05:30,exp_00172_nhigh_pdelayed_start_mebpf_idcgroup_c3_fspike_it1,tenant2,high,delayed_start,ebpf,ip,rate_limit,3,spike,0.861,6.901,10.585,2.394,15.939,12.2938,8.5778
2026-03-22T13:05:32+05:30,exp_00137_nhigh_pconstant_mebpf_idip_c3_fnone_it1,tenant2,high,constant,ebpf,ip,rate_limit,3,none,1.016,7.155,10.576,2.531,16.263,10.4094,8.5705
2026-03-22T13:34:40+05:30,exp_00169_nhigh_pdelayed_start_mebpf_idip_c3_fnone_it1,tenant2,high,delayed_start,ebpf,ip,rate_limit,3,none,0.899,6.592,10.563,2.348,16.342,11.7497,8.5600
2026-03-22T12:58:02+05:30,exp_00129_nhigh_pconstant_mnone_idip_c3_fnone_it1,tenant2,high,constant,none,ip,none,3,none,0.803,6.497,10.452,2.460,16.471,13.0162,8.4700
2026-03-22T13:43:05+05:30,exp_00178_nhigh_pintermittent_mnone_idip_c3_fspike_it1,tenant2,high,intermittent,none,ip,none,3,spike,0.812,6.621,10.387,2.284,17.153,12.7919,8.4173
2026-03-22T13:53:30+05:30,exp_00190_nhigh_pintermittent_madaptive_idip_c3_fspike_it1,tenant2,high,intermittent,adaptive,ip,adaptive,3,spike,0.791,6.554,10.365,2.359,17.444,13.1037,8.3995
2026-03-22T13:11:17+05:30,exp_00143_nhigh_pconstant_madaptive_idcgroup_c3_fnone_it1,tenant2,high,constant,adaptive,cgroup,adaptive,3,none,0.850,6.625,10.357,2.757,16.087,12.1847,8.3930
2026-03-22T12:59:54+05:30,exp_00131_nhigh_pconstant_mnone_idcgroup_c3_fnone_it1,tenant1,high,constant,none,ip,none,3,none,0.815,6.528,10.303,2.232,16.316,12.6417,6.7738
2026-03-22T13:23:37+05:30,exp_00157_nhigh_pbursty_madaptive_idip_c3_fnone_it1,tenant2,high,bursty,adaptive,ip,adaptive,3,none,0.838,6.330,10.263,2.369,16.392,12.2470,8.3169
2026-03-22T10:39:17+05:30,exp_00034_nlow_pconstant_mnone_idip_c10_fnone_it4,tenant3,low,constant,none,ip,none,10,none,0.748,2.189,10.176,2.662,20.326,13.6043,3.5506
2026-03-22T13:44:50+05:30,exp_00180_nhigh_pintermittent_mnone_idcgroup_c3_fspike_it1,tenant2,high,intermittent,none,ip,none,3,spike,0.796,6.038,10.138,2.264,17.590,12.7362,8.2156
2026-03-22T12:13:08+05:30,exp_00066_nmedium_pconstant_mnone_idip_c3_fspike_it1,tenant1,medium,constant,none,ip,none,3,spike,0.765,4.398,10.095,1.729,17.957,13.1961,6.6371
2026-03-22T13:03:39+05:30,exp_00135_nhigh_pconstant_mtc_idcgroup_c3_fnone_it1,tenant1,high,constant,tc,ip,none,3,none,1.076,6.678,9.947,2.324,16.425,9.2444,6.5398
2026-03-22T13:55:15+05:30,exp_00192_nhigh_pintermittent_madaptive_idcgroup_c3_fspike_it1,tenant1,high,intermittent,adaptive,cgroup,adaptive,3,spike,0.826,6.390,9.927,2.268,17.306,12.0182,6.5266
2026-03-22T13:07:25+05:30,exp_00139_nhigh_pconstant_mebpf_idcgroup_c3_fnone_it1,tenant2,high,constant,ebpf,ip,rate_limit,3,none,0.831,6.381,9.919,3.030,15.822,11.9362,8.0381
2026-03-22T13:14:02+05:30,exp_00146_nhigh_pbursty_mnone_idip_c3_fspike_it1,tenant1,high,bursty,none,ip,none,3,spike,0.796,6.577,9.900,2.166,17.592,12.4372,6.5089
2026-03-22T13:17:31+05:30,exp_00150_nhigh_pbursty_mtc_idip_c3_fspike_it1,tenant2,high,bursty,tc,ip,none,3,spike,0.787,5.954,9.848,2.013,17.890,12.5133,7.9806
2026-03-22T13:52:34+05:30,exp_00189_nhigh_pintermittent_madaptive_idip_c3_fnone_it1,tenant2,high,intermittent,adaptive,ip,adaptive,3,none,0.833,6.255,9.779,3.023,16.340,11.7395,7.9246
2026-03-22T13:07:25+05:30,exp_00139_nhigh_pconstant_mebpf_idcgroup_c3_fnone_it1,tenant1,high,constant,ebpf,ip,rate_limit,3,none,0.817,6.617,9.676,2.241,17.329,11.8433,6.3616
2026-03-22T13:53:30+05:30,exp_00190_nhigh_pintermittent_madaptive_idip_c3_fspike_it1,tenant1,high,intermittent,adaptive,ip,adaptive,3,spike,0.831,6.374,9.673,2.269,16.415,11.6402,6.3596
2026-03-22T10:47:57+05:30,exp_00037_nlow_pconstant_mnone_idip_c10_fspike_it2,tenant9,low,constant,none,ip,none,10,spike,0.769,2.757,9.611,1.546,18.825,12.4980,7.1035
2026-03-22T13:19:13+05:30,exp_00152_nhigh_pbursty_mtc_idcgroup_c3_fspike_it1,tenant1,high,bursty,tc,ip,none,3,spike,0.801,6.495,9.608,2.211,17.486,11.9950,6.3169
2026-03-22T13:40:22+05:30,exp_00175_nhigh_pdelayed_start_madaptive_idcgroup_c3_fnone_it1,tenant1,high,delayed_start,adaptive,cgroup,adaptive,3,none,0.830,5.728,9.596,2.015,16.772,11.5614,6.3090
2026-03-22T13:43:05+05:30,exp_00178_nhigh_pintermittent_mnone_idip_c3_fspike_it1,tenant1,high,intermittent,none,ip,none,3,spike,0.830,6.472,9.585,2.352,16.714,11.5482,6.3018
2026-03-22T13:49:53+05:30,exp_00186_nhigh_pintermittent_mebpf_idip_c3_fspike_it1,tenant1,high,intermittent,ebpf,ip,rate_limit,3,spike,0.811,6.452,9.572,2.466,17.931,11.8027,6.2932
2026-03-22T13:06:29+05:30,exp_00138_nhigh_pconstant_mebpf_idip_c3_fspike_it1,tenant1,high,constant,ebpf,ip,rate_limit,3,spike,0.944,6.628,9.559,2.282,15.764,10.1261,6.2847
2026-03-22T13:12:14+05:30,exp_00144_nhigh_pconstant_madaptive_idcgroup_c3_fspike_it1,tenant1,high,constant,adaptive,cgroup,adaptive,3,spike,0.964,6.585,9.556,2.411,16.106,9.9129,6.2827
2026-03-22T13:27:08+05:30,exp_00161_nhigh_pdelayed_start_mnone_idip_c3_fnone_it1,tenant1,high,delayed_start,none,ip,none,3,none,0.848,5.995,9.510,2.210,17.186,11.2146,6.2525
2026-03-22T13:09:21+05:30,exp_00141_nhigh_pconstant_madaptive_idip_c3_fnone_it1,tenant1,high,constant,adaptive,ip,adaptive,3,none,0.873,6.731,9.498,2.260,15.954,10.8797,6.2446
2026-03-22T13:23:37+05:30,exp_00157_nhigh_pbursty_madaptive_idip_c3_fnone_it1,tenant1,high,bursty,adaptive,ip,adaptive,3,none,0.807,6.430,9.487,2.143,18.150,11.7559,6.2373
2026-03-22T12:59:54+05:30,exp_00131_nhigh_pconstant_mnone_idcgroup_c3_fnone_it1,tenant2,high,constant,none,ip,none,3,none,0.925,6.141,9.453,2.217,17.212,10.2195,7.6605
2026-03-22T13:08:22+05:30,exp_00140_nhigh_pconstant_mebpf_idcgroup_c3_fspike_it1,tenant1,high,constant,ebpf,ip,rate_limit,3,spike,0.938,6.299,9.356,2.237,16.130,9.9744,6.1512
2026-03-22T13:01:47+05:30,exp_00133_nhigh_pconstant_mtc_idip_c3_fnone_it1,tenant2,high,constant,tc,ip,none,3,none,0.819,6.868,9.348,2.358,16.617,11.4139,7.5754
2026-03-22T13:30:54+05:30,exp_00165_nhigh_pdelayed_start_mtc_idip_c3_fnone_it1,tenant2,high,delayed_start,tc,ip,none,3,none,0.808,5.865,9.337,2.023,17.496,11.5557,7.5665
2026-03-22T13:24:34+05:30,exp_00158_nhigh_pbursty_madaptive_idip_c3_fspike_it1,tenant1,high,bursty,adaptive,ip,adaptive,3,spike,0.813,6.154,9.304,2.252,16.692,11.4440,6.1170
2026-03-22T13:29:02+05:30,exp_00163_nhigh_pdelayed_start_mnone_idcgroup_c3_fnone_it1,tenant2,high,delayed_start,none,ip,none,3,none,0.833,6.853,9.304,2.323,16.186,11.1693,7.5397
2026-03-22T13:01:46+05:30,exp_00133_nhigh_pconstant_mtc_idip_c3_fnone_it1,tenant1,high,constant,tc,ip,none,3,none,0.859,6.276,9.295,2.144,16.544,10.8207,6.1111
2026-03-22T13:29:02+05:30,exp_00163_nhigh_pdelayed_start_mnone_idcgroup_c3_fnone_it1,tenant1,high,delayed_start,none,ip,none,3,none,0.847,5.939,9.266,2.175,17.277,10.9398,6.0920
2026-03-22T13:26:14+05:30,exp_00160_nhigh_pbursty_madaptive_idcgroup_c3_fspike_it1,tenant1,high,bursty,adaptive,cgroup,adaptive,3,spike,0.793,5.933,9.248,1.895,18.648,11.6620,6.0802
2026-03-22T13:52:34+05:30,exp_00189_nhigh_pintermittent_madaptive_idip_c3_fnone_it1,tenant1,high,intermittent,adaptive,ip,adaptive,3,none,0.817,5.902,9.187,1.914,17.893,11.2448,6.0401
2026-03-22T13:20:58+05:30,exp_00154_nhigh_pbursty_mebpf_idip_c3_fspike_it1,tenant2,high,bursty,ebpf,ip,rate_limit,3,spike,0.810,6.673,9.177,2.354,17.166,11.3296,7.4368
2026-03-22T13:51:38+05:30,exp_00188_nhigh_pintermittent_mebpf_idcgroup_c3_fspike_it1,tenant1,high,intermittent,ebpf,ip,rate_limit,3,spike,0.788,5.223,9.177,1.676,19.610,11.6459,6.0335
2026-03-22T13:44:50+05:30,exp_00180_nhigh_pintermittent_mnone_idcgroup_c3_fspike_it1,tenant1,high,intermittent,none,ip,none,3,spike,0.809,6.087,9.098,2.075,16.787,11.2460,5.9816
2026-03-22T13:25:23+05:30,exp_00159_nhigh_pbursty_madaptive_idcgroup_c3_fnone_it1,tenant1,high,bursty,adaptive,cgroup,adaptive,3,none,0.792,5.748,9.094,1.924,19.613,11.4823,5.9790
2026-03-22T13:14:56+05:30,exp_00147_nhigh_pbursty_mnone_idcgroup_c3_fnone_it1,tenant1,high,bursty,none,ip,none,3,none,0.819,6.472,9.092,2.242,16.332,11.1013,5.9776
2026-03-22T13:38:27+05:30,exp_00173_nhigh_pdelayed_start_madaptive_idip_c3_fnone_it1,tenant1,high,delayed_start,adaptive,ip,adaptive,3,none,0.956,5.838,9.084,2.082,16.641,9.5021,5.9724
2026-03-22T13:55:16+05:30,exp_00192_nhigh_pintermittent_madaptive_idcgroup_c3_fspike_it1,tenant2,high,intermittent,adaptive,cgroup,adaptive,3,spike,0.794,6.064,9.061,2.015,18.460,11.4118,7.3428
2026-03-22T13:20:58+05:30,exp_00154_nhigh_pbursty_mebpf_idip_c3_fspike_it1,tenant1,high,bursty,ebpf,ip,rate_limit,3,spike,0.857,6.925,9.057,2.429,16.026,10.5683,5.9546
2026-03-22T13:14:02+05:30,exp_00146_nhigh_pbursty_mnone_idip_c3_fspike_it1,tenant2,high,bursty,none,ip,none,3,spike,0.809,6.719,9.052,2.164,16.931,11.1891,7.3355
2026-03-22T13:22:41+05:30,exp_00156_nhigh_pbursty_mebpf_idcgroup_c3_fspike_it1,tenant1,high,bursty,ebpf,ip,rate_limit,3,spike,0.800,5.998,9.044,1.861,18.067,11.3050,5.9461
2026-03-22T13:36:32+05:30,exp_00171_nhigh_pdelayed_start_mebpf_idcgroup_c3_fnone_it1,tenant1,high,delayed_start,ebpf,ip,rate_limit,3,none,0.846,6.055,9.021,2.035,16.751,10.6631,5.9310
2026-03-22T13:05:31+05:30,exp_00137_nhigh_pconstant_mebpf_idip_c3_fnone_it1,tenant1,high,constant,ebpf,ip,rate_limit,3,none,0.864,6.243,8.997,2.114,16.857,10.4132,5.9152
2026-03-22T13:48:08+05:30,exp_00184_nhigh_pintermittent_mtc_idcgroup_c3_fspike_it1,tenant2,high,intermittent,tc,ip,none,3,spike,0.788,6.208,8.940,2.029,17.810,11.3452,7.2447
2026-03-22T13:48:59+05:30,exp_00185_nhigh_pintermittent_mebpf_idip_c3_fnone_it1,tenant1,high,intermittent,ebpf,ip,rate_limit,3,none,0.789,5.926,8.917,1.971,18.009,11.3016,5.8626
2026-03-22T13:43:56+05:30,exp_00179_nhigh_pintermittent_mnone_idcgroup_c3_fnone_it1,tenant2,high,intermittent,none,ip,none,3,none,0.782,6.072,8.885,2.203,17.877,11.3619,7.2002
2026-03-22T13:43:56+05:30,exp_00179_nhigh_pintermittent_mnone_idcgroup_c3_fnone_it1,tenant1,high,intermittent,none,ip,none,3,none,0.800,6.074,8.877,1.964,18.220,11.0962,5.8363
2026-03-22T13:09:21+05:30,exp_00141_nhigh_pconstant_madaptive_idip_c3_fnone_it1,tenant2,high,constant,adaptive,ip,adaptive,3,none,0.874,5.928,8.817,2.110,15.473,10.0881,7.1451
2026-03-22T13:32:47+05:30,exp_00167_nhigh_pdelayed_start_mtc_idcgroup_c3_fnone_it1,tenant1,high,delayed_start,tc,ip,none,3,none,0.941,6.344,8.716,2.160,16.268,9.2625,5.7304
2026-03-22T13:11:17+05:30,exp_00143_nhigh_pconstant_madaptive_idcgroup_c3_fnone_it1,tenant1,high,constant,adaptive,cgroup,adaptive,3,none,1.017,6.107,8.668,2.043,17.235,8.5231,5.6989
2026-03-22T13:45:40+05:30,exp_00181_nhigh_pintermittent_mtc_idip_c3_fnone_it1,tenant1,high,intermittent,tc,ip,none,3,none,0.791,5.436,8.665,1.746,18.669,10.9545,5.6969
2026-03-22T13:50:47+05:30,exp_00187_nhigh_pintermittent_mebpf_idcgroup_c3_fnone_it1,tenant2,high,intermittent,ebpf,ip,rate_limit,3,none,0.782,5.415,8.645,2.089,18.713,11.0550,7.0057
2026-03-22T13:34:40+05:30,exp_00169_nhigh_pdelayed_start_mebpf_idip_c3_fnone_it1,tenant1,high,delayed_start,ebpf,ip,rate_limit,3,none,0.872,6.653,8.643,2.152,16.591,9.9117,5.6824
2026-03-22T13:45:40+05:30,exp_00181_nhigh_pintermittent_mtc_idip_c3_fnone_it1,tenant2,high,intermittent,tc,ip,none,3,none,0.789,5.359,8.611,1.682,19.293,10.9138,6.9781
2026-03-22T13:42:10+05:30,exp_00177_nhigh_pintermittent_mnone_idip_c3_fnone_it1,tenant2,high,intermittent,none,ip,none,3,none,0.784,6.304,8.577,1.914,18.374,10.9401,6.9506
2026-03-22T13:26:14+05:30,exp_00160_nhigh_pbursty_madaptive_idcgroup_c3_fspike_it1,tenant2,high,bursty,adaptive,cgroup,adaptive,3,spike,0.795,5.897,8.548,1.944,18.181,10.7522,6.9271
2026-03-22T13:24:34+05:30,exp_00158_nhigh_pbursty_madaptive_idip_c3_fspike_it1,tenant2,high,bursty,adaptive,ip,adaptive,3,spike,0.812,6.433,8.541,2.273,15.599,10.5185,6.9214
2026-03-22T10:39:17+05:30,exp_00034_nlow_pconstant_mnone_idip_c10_fnone_it4,tenant4,low,constant,none,ip,none,10,none,0.749,2.212,8.513,1.399,19.058,11.3658,4.9265
2026-03-22T13:54:23+05:30,exp_00191_nhigh_pintermittent_madaptive_idcgroup_c3_fnone_it1,tenant2,high,intermittent,adaptive,cgroup,adaptive,3,none,0.807,6.020,8.491,2.035,17.542,10.5217,6.8809
2026-03-22T13:48:08+05:30,exp_00184_nhigh_pintermittent_mtc_idcgroup_c3_fspike_it1,tenant1,high,intermittent,tc,ip,none,3,spike,0.787,5.953,8.461,1.794,19.731,10.7510,5.5628
