Linux 5.15.0-171-generic (cloudnet-s05) 	05/19/2026 	_x86_64_	(8 CPU)

01:02:08 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:02:09 PM  all   38.59    0.00   18.21    0.13    0.00   11.67    0.00    0.00    0.00   31.41
01:02:09 PM    0   44.90    0.00   16.33    0.00    0.00   10.20    0.00    0.00    0.00   28.57
01:02:09 PM    1   39.18    0.00   16.49    0.00    0.00   11.34    0.00    0.00    0.00   32.99
01:02:09 PM    2   38.78    0.00   19.39    0.00    0.00   10.20    0.00    0.00    0.00   31.63
01:02:09 PM    3   36.84    0.00   18.95    0.00    0.00   10.53    0.00    0.00    0.00   33.68
01:02:09 PM    4   36.00    0.00   19.00    0.00    0.00   13.00    0.00    0.00    0.00   32.00
01:02:09 PM    5   36.08    0.00   19.59    0.00    0.00   11.34    0.00    0.00    0.00   32.99
01:02:09 PM    6   38.78    0.00   18.37    0.00    0.00   13.27    0.00    0.00    0.00   29.59
01:02:09 PM    7   38.14    0.00   17.53    1.03    0.00   13.40    0.00    0.00    0.00   29.90

01:02:09 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:02:10 PM  all   39.10    0.00   21.81    0.00    0.00   11.84    0.00    0.00    0.00   27.26
01:02:10 PM    0   34.78    0.00   26.09    0.00    0.00   11.96    0.00    0.00    0.00   27.17
01:02:10 PM    1   40.21    0.00   19.59    0.00    0.00   14.43    0.00    0.00    0.00   25.77
01:02:10 PM    2   38.71    0.00   21.51    0.00    0.00   11.83    0.00    0.00    0.00   27.96
01:02:10 PM    3   34.78    0.00   22.83    0.00    0.00   14.13    0.00    0.00    0.00   28.26
01:02:10 PM    4   41.84    0.00   20.41    0.00    0.00   11.22    0.00    0.00    0.00   26.53
01:02:10 PM    5   37.23    0.00   24.47    0.00    0.00   10.64    0.00    0.00    0.00   27.66
01:02:10 PM    6   40.43    0.00   20.21    0.00    0.00   11.70    0.00    0.00    0.00   27.66
01:02:10 PM    7   44.57    0.00   19.57    0.00    0.00    8.70    0.00    0.00    0.00   27.17

01:02:10 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:02:11 PM  all   40.00    0.00   20.92    0.00    0.00   11.32    0.00    0.00    0.00   27.76
01:02:11 PM    0   37.11    0.00   21.65    0.00    0.00   13.40    0.00    0.00    0.00   27.84
01:02:11 PM    1   40.62    0.00   20.83    0.00    0.00    8.33    0.00    0.00    0.00   30.21
