Linux 5.15.0-171-generic (cloudnet-s05) 	05/19/2026 	_x86_64_	(8 CPU)

01:06:32 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:06:33 PM  all   11.18    0.00    7.46    0.00    0.00    1.93    0.00    0.00    0.00   79.43
01:06:33 PM    0   10.31    0.00    8.25    0.00    0.00    1.03    0.00    0.00    0.00   80.41
01:06:33 PM    1   11.46    0.00    5.21    0.00    0.00    3.12    0.00    0.00    0.00   80.21
01:06:33 PM    2   14.14    0.00    9.09    0.00    0.00    2.02    0.00    0.00    0.00   74.75
01:06:33 PM    3    8.25    0.00   10.31    0.00    0.00    1.03    0.00    0.00    0.00   80.41
01:06:33 PM    4   11.46    0.00    7.29    0.00    0.00    1.04    0.00    0.00    0.00   80.21
01:06:33 PM    5   12.24    0.00    5.10    0.00    0.00    3.06    0.00    0.00    0.00   79.59
01:06:33 PM    6   11.34    0.00    6.19    0.00    0.00    2.06    0.00    0.00    0.00   80.41
01:06:33 PM    7   10.20    0.00    8.16    0.00    0.00    2.04    0.00    0.00    0.00   79.59

01:06:33 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:06:34 PM  all   12.08    0.00    7.04    0.13    0.00    3.02    0.00    0.00    0.00   77.74
01:06:34 PM    0   13.59    0.00    7.77    0.97    0.00    2.91    0.00    0.00    0.00   74.76
01:06:34 PM    1    8.16    0.00    9.18    0.00    0.00    4.08    0.00    0.00    0.00   78.57
01:06:34 PM    2   13.00    0.00    7.00    0.00    0.00    3.00    0.00    0.00    0.00   77.00
01:06:34 PM    3   13.13    0.00    5.05    0.00    0.00    4.04    0.00    0.00    0.00   77.78
01:06:34 PM    4   11.22    0.00    5.10    0.00    0.00    4.08    0.00    0.00    0.00   79.59
01:06:34 PM    5   10.20    0.00    9.18    0.00    0.00    1.02    0.00    0.00    0.00   79.59
01:06:34 PM    6   13.13    0.00    6.06    0.00    0.00    3.03    0.00    0.00    0.00   77.78
01:06:34 PM    7   14.00    0.00    7.00    0.00    0.00    2.00    0.00    0.00    0.00   77.00

01:06:34 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:06:35 PM  all   10.77    0.00    6.92    0.00    0.00    2.69    0.00    0.00    0.00   79.62
01:06:35 PM    0    9.47    0.00    7.37    0.00    0.00    2.11    0.00    0.00    0.00   81.05
01:06:35 PM    1   11.34    0.00    5.15    0.00    0.00    3.09    0.00    0.00    0.00   80.41
01:06:35 PM    2   11.34    0.00    6.19    0.00    0.00    3.09    0.00    0.00    0.00   79.38
01:06:35 PM    3   12.12    0.00    6.06    0.00    0.00    3.03    0.00    0.00    0.00   78.79
01:06:35 PM    4   10.20    0.00    7.14    0.00    0.00    4.08    0.00    0.00    0.00   78.57
01:06:35 PM    5   10.20    0.00    8.16    0.00    0.00    2.04    0.00    0.00    0.00   79.59
01:06:35 PM    6   11.22    0.00    6.12    0.00    0.00    3.06    0.00    0.00    0.00   79.59
01:06:35 PM    7   10.20    0.00    9.18    0.00    0.00    1.02    0.00    0.00    0.00   79.59

01:06:35 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:06:36 PM  all   11.25    0.00    6.52    0.00    0.00    2.81    0.00    0.00    0.00   79.41
01:06:36 PM    0    9.00    0.00    9.00    0.00    0.00    4.00    0.00    0.00    0.00   78.00
01:06:36 PM    1   17.17    0.00    6.06    0.00    0.00    2.02    0.00    0.00    0.00   74.75
01:06:36 PM    2   10.31    0.00    7.22    0.00    0.00    3.09    0.00    0.00    0.00   79.38
01:06:36 PM    3    9.28    0.00    8.25    0.00    0.00    2.06    0.00    0.00    0.00   80.41
01:06:36 PM    4   13.54    0.00    3.12    0.00    0.00    2.08    0.00    0.00    0.00   81.25
01:06:36 PM    5   11.46    0.00    4.17    0.00    0.00    3.12    0.00    0.00    0.00   81.25
01:06:36 PM    6    9.28    0.00    6.19    0.00    0.00    3.09    0.00    0.00    0.00   81.44
