Linux 5.15.0-171-generic (cloudnet-s05) 	05/19/2026 	_x86_64_	(8 CPU)

12:52:22 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:52:23 PM  all    0.00    0.00    0.12    0.00    0.00    0.00    0.00    0.00    0.00   99.88
12:52:23 PM    0    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
12:52:23 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:52:23 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:52:23 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:52:23 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:52:23 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:52:23 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:52:23 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:52:23 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:52:24 PM  all    0.00    0.00    0.00    0.12    0.00    0.00    0.00    0.00    0.00   99.88
12:52:24 PM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:52:24 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:52:24 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:52:24 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:52:24 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:52:24 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:52:24 PM    6    0.00    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00   99.01
12:52:24 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:52:24 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:52:25 PM  all    0.13    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   99.12
12:52:25 PM    0    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
12:52:25 PM    1    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
12:52:25 PM    2    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:52:25 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:52:25 PM    4    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:52:25 PM    5    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:52:25 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:52:25 PM    7    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00

12:52:25 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:52:26 PM  all    8.02    0.00   10.97    0.00    0.00    1.77    0.00    0.00    0.00   79.25
12:52:26 PM    0    7.27    0.00   12.73    0.00    0.00    2.73    0.00    0.00    0.00   77.27
12:52:26 PM    1    3.92    0.00   11.76    0.00    0.00    0.98    0.00    0.00    0.00   83.33
12:52:26 PM    2    9.71    0.00    9.71    0.00    0.00    1.94    0.00    0.00    0.00   78.64
12:52:26 PM    3    9.17    0.00   11.93    0.00    0.00    1.83    0.00    0.00    0.00   77.06
12:52:26 PM    4    6.60    0.00   12.26    0.00    0.00    1.89    0.00    0.00    0.00   79.25
12:52:26 PM    5   10.09    0.00   10.09    0.00    0.00    2.75    0.00    0.00    0.00   77.06
12:52:26 PM    6    9.35    0.00   10.28    0.00    0.00    0.93    0.00    0.00    0.00   79.44
12:52:26 PM    7    7.84    0.00    8.82    0.00    0.00    0.98    0.00    0.00    0.00   82.35

12:52:26 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:52:27 PM  all   10.22    0.00   17.22    0.23    0.00    1.84    0.00    0.00    0.00   70.49
12:52:27 PM    0    9.26    0.00   19.44    0.00    0.00    0.93    0.00    0.00    0.00   70.37
12:52:27 PM    1    9.82    0.00   18.75    0.89    0.00    1.79    0.00    0.00    0.00   68.75
12:52:27 PM    2    7.41    0.00   18.52    0.00    0.00    1.85    0.00    0.00    0.00   72.22
12:52:27 PM    3   10.28    0.00   14.95    0.93    0.00    1.87    0.00    0.00    0.00   71.96
12:52:27 PM    4   11.43    0.00   15.24    0.00    0.00    0.95    0.00    0.00    0.00   72.38
12:52:27 PM    5   11.01    0.00   14.68    0.00    0.00    2.75    0.00    0.00    0.00   71.56
12:52:27 PM    6   10.62    0.00   19.47    0.00    0.00    2.65    0.00    0.00    0.00   67.26
12:52:27 PM    7   11.93    0.00   16.51    0.00    0.00    1.83    0.00    0.00    0.00   69.72

12:52:27 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:52:28 PM  all    9.01    0.00   14.20    0.00    0.00    2.42    0.00    0.00    0.00   74.36
12:52:28 PM    0    7.34    0.00   15.60    0.00    0.00    1.83    0.00    0.00    0.00   75.23
12:52:28 PM    1    8.49    0.00   15.09    0.00    0.00    0.94    0.00    0.00    0.00   75.47
12:52:28 PM    2    7.55    0.00   13.21    0.00    0.00    4.72    0.00    0.00    0.00   74.53
