Linux 5.15.0-171-generic (cloudnet-s05) 	05/19/2026 	_x86_64_	(8 CPU)

12:41:24 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:41:25 PM  all    0.00    0.00    0.13    0.00    0.00    0.00    0.00    0.00    0.00   99.87
12:41:25 PM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:41:25 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:41:25 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:41:25 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:41:25 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:41:25 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:41:25 PM    6    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:41:25 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:41:25 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:41:26 PM  all    0.13    0.00    0.00    0.38    0.00    0.00    0.00    0.00    0.00   99.50
12:41:26 PM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:41:26 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:41:26 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:41:26 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:41:26 PM    4    0.00    0.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00   98.00
12:41:26 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:41:26 PM    6    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
12:41:26 PM    7    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00

12:41:26 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:41:27 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:41:27 PM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:41:27 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:41:27 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:41:27 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:41:27 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:41:27 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:41:27 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:41:27 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:41:27 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:41:28 PM  all    9.71    0.00   15.89    0.00    0.00    2.21    0.00    0.00    0.00   72.19
12:41:28 PM    0    5.50    0.00   16.51    0.00    0.00    2.75    0.00    0.00    0.00   75.23
12:41:28 PM    1    9.82    0.00   17.86    0.00    0.00    2.68    0.00    0.00    0.00   69.64
12:41:28 PM    2    8.70    0.00   15.65    0.00    0.00    3.48    0.00    0.00    0.00   72.17
12:41:28 PM    3    8.85    0.00   16.81    0.00    0.00    2.65    0.00    0.00    0.00   71.68
12:41:28 PM    4    9.65    0.00   16.67    0.00    0.00    1.75    0.00    0.00    0.00   71.93
12:41:28 PM    5    7.89    0.00   15.79    0.00    0.00    1.75    0.00    0.00    0.00   74.56
12:41:28 PM    6   13.91    0.00   14.78    0.00    0.00    0.87    0.00    0.00    0.00   70.43
12:41:28 PM    7   13.16    0.00   13.16    0.00    0.00    1.75    0.00    0.00    0.00   71.93

12:41:28 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:41:29 PM  all    9.87    0.00   15.92    0.00    0.00    2.02    0.00    0.00    0.00   72.20
12:41:29 PM    0    7.62    0.00   18.10    0.00    0.00    0.95    0.00    0.00    0.00   73.33
12:41:29 PM    1    9.57    0.00   14.78    0.00    0.00    3.48    0.00    0.00    0.00   72.17
12:41:29 PM    2    6.31    0.00   16.22    0.00    0.00    2.70    0.00    0.00    0.00   74.77
12:41:29 PM    3    9.17    0.00   16.51    0.00    0.00    1.83    0.00    0.00    0.00   72.48
12:41:29 PM    4   14.16    0.00   12.39    0.00    0.00    1.77    0.00    0.00    0.00   71.68
12:41:29 PM    5   12.28    0.00   14.04    0.00    0.00    2.63    0.00    0.00    0.00   71.05
12:41:29 PM    6   12.82    0.00   15.38    0.00    0.00    1.71    0.00    0.00    0.00   70.09
12:41:29 PM    7    6.48    0.00   20.37    0.00    0.00    0.93    0.00    0.00    0.00   72.22

12:41:29 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:41:30 PM  all   12.03    0.00   20.82    0.33    0.00    3.01    0.00    0.00    0.00   63.81
12:41:30 PM    0   10.17    0.00   23.73    1.69    0.00    3.39    0.00    0.00    0.00   61.02
12:41:30 PM    1   11.61    0.00   17.86    0.00    0.00    4.46    0.00    0.00    0.00   66.07
12:41:30 PM    2   10.00    0.00   21.82    0.00    0.00    1.82    0.00    0.00    0.00   66.36
12:41:30 PM    3    9.57    0.00   20.87    0.87    0.00    5.22    0.00    0.00    0.00   63.48
12:41:30 PM    4   12.50    0.00   19.64    0.00    0.00    3.57    0.00    0.00    0.00   64.29
