Linux 5.15.0-171-generic (cloudnet-s05) 	05/19/2026 	_x86_64_	(8 CPU)

12:57:50 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:57:51 PM  all   18.38    0.00   11.47    0.00    0.00    4.69    0.00    0.00    0.00   65.45
12:57:51 PM    0   19.79    0.00   12.50    0.00    0.00    4.17    0.00    0.00    0.00   63.54
12:57:51 PM    1   16.67    0.00    9.38    0.00    0.00    6.25    0.00    0.00    0.00   67.71
12:57:51 PM    2   17.53    0.00   10.31    0.00    0.00    6.19    0.00    0.00    0.00   65.98
12:57:51 PM    3   14.43    0.00   14.43    0.00    0.00    3.09    0.00    0.00    0.00   68.04
12:57:51 PM    4   17.35    0.00   13.27    0.00    0.00    6.12    0.00    0.00    0.00   63.27
12:57:51 PM    5   17.39    0.00   11.96    0.00    0.00    4.35    0.00    0.00    0.00   66.30
12:57:51 PM    6   22.92    0.00    9.38    0.00    0.00    3.12    0.00    0.00    0.00   64.58
12:57:51 PM    7   21.05    0.00   10.53    0.00    0.00    4.21    0.00    0.00    0.00   64.21

12:57:51 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:57:52 PM  all   20.50    0.00    9.46    0.13    0.00    4.99    0.00    0.00    0.00   64.91
12:57:52 PM    0   20.21    0.00   10.64    0.00    0.00    3.19    0.00    0.00    0.00   65.96
12:57:52 PM    1   20.83    0.00    9.38    0.00    0.00    5.21    0.00    0.00    0.00   64.58
12:57:52 PM    2   16.84    0.00   10.53    0.00    0.00    6.32    0.00    0.00    0.00   66.32
12:57:52 PM    3   21.05    0.00    7.37    1.05    0.00    6.32    0.00    0.00    0.00   64.21
12:57:52 PM    4   17.71    0.00   10.42    0.00    0.00    7.29    0.00    0.00    0.00   64.58
12:57:52 PM    5   21.88    0.00    8.33    0.00    0.00    6.25    0.00    0.00    0.00   63.54
12:57:52 PM    6   22.11    0.00    9.47    0.00    0.00    3.16    0.00    0.00    0.00   65.26
12:57:52 PM    7   23.40    0.00    9.57    0.00    0.00    2.13    0.00    0.00    0.00   64.89

12:57:52 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:57:53 PM  all   21.36    0.00   10.17    0.00    0.00    4.63    0.00    0.00    0.00   63.84
12:57:53 PM    0   23.23    0.00    8.08    0.00    0.00    6.06    0.00    0.00    0.00   62.63
12:57:53 PM    1   18.37    0.00   13.27    0.00    0.00    4.08    0.00    0.00    0.00   64.29
12:57:53 PM    2   22.68    0.00    9.28    0.00    0.00    4.12    0.00    0.00    0.00   63.92
12:57:53 PM    3   23.16    0.00    7.37    0.00    0.00    3.16    0.00    0.00    0.00   66.32
12:57:53 PM    4   14.89    0.00   12.77    0.00    0.00    7.45    0.00    0.00    0.00   64.89
12:57:53 PM    5   24.49    0.00    9.18    0.00    0.00    3.06    0.00    0.00    0.00   63.27
12:57:53 PM    6   23.47    0.00    8.16    0.00    0.00    6.12    0.00    0.00    0.00   62.24
12:57:53 PM    7   20.41    0.00   13.27    0.00    0.00    3.06    0.00    0.00    0.00   63.27

12:57:53 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:57:54 PM  all   20.31    0.00   21.72    0.00    0.00    6.14    0.00    0.00    0.00   51.83
12:57:54 PM    0   19.05    0.00   20.00    0.00    0.00    8.57    0.00    0.00    0.00   52.38
12:57:54 PM    1   17.31    0.00   23.08    0.00    0.00    5.77    0.00    0.00    0.00   53.85
12:57:54 PM    2   20.39    0.00   19.42    0.00    0.00    5.83    0.00    0.00    0.00   54.37
12:57:54 PM    3   22.43    0.00   20.56    0.00    0.00    5.61    0.00    0.00    0.00   51.40
12:57:54 PM    4   18.02    0.00   25.23    0.00    0.00    8.11    0.00    0.00    0.00   48.65
12:57:54 PM    5   21.30    0.00   23.15    0.00    0.00    4.63    0.00    0.00    0.00   50.93
12:57:54 PM    6   24.53    0.00   20.75    0.00    0.00    4.72    0.00    0.00    0.00   50.00
12:57:54 PM    7   19.42    0.00   21.36    0.00    0.00    5.83    0.00    0.00    0.00   53.40

12:57:54 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
