experiment,tenant,cgroup_id,ksoftirqd_latency_us,ebpf_prog_id,ebpf_prog_name,ebpf_prog_type,ebpf_prog_time_ns_per_run,hook_point,timestamp
ohs_map_pressure_20260409_203252,tenant1,23072,na,na,na,na,na,tc,2026-04-09T20:39:51+05:30
ohs_map_pressure_20260409_203252,tenant2,23140,na,na,na,na,na,tc,2026-04-09T20:39:51+05:30
ohs_map_pressure_20260409_203252,noisy,23208,na,na,na,na,na,tc,2026-04-09T20:39:51+05:30
