experiment,tenant,cgroup_id,ksoftirqd_latency_us,ebpf_prog_id,ebpf_prog_name,ebpf_prog_type,ebpf_prog_time_ns_per_run,hook_point,timestamp
ohs_adaptive_cgroup_high_bursty_spike_20260409_203252,tenant1,21712,na,na,na,na,na,tc,2026-04-09T20:36:15+05:30
ohs_adaptive_cgroup_high_bursty_spike_20260409_203252,tenant2,21780,na,na,na,na,na,tc,2026-04-09T20:36:15+05:30
ohs_adaptive_cgroup_high_bursty_spike_20260409_203252,noisy,21848,na,na,na,na,na,tc,2026-04-09T20:36:15+05:30
