experiment,tenant,cgroup_id,ksoftirqd_latency_us,ebpf_prog_id,ebpf_prog_name,ebpf_prog_type,ebpf_prog_time_ns_per_run,hook_point,timestamp
ohs_map_pressure_20260409_210547,tenant1,29432,na,na,na,na,na,tc,2026-04-09T21:11:58+05:30
ohs_map_pressure_20260409_210547,tenant2,29500,na,na,na,na,na,tc,2026-04-09T21:11:58+05:30
ohs_map_pressure_20260409_210547,noisy,29568,na,na,na,na,na,tc,2026-04-09T21:11:58+05:30
