experiment,tenant,cgroup_id,ksoftirqd_latency_us,ebpf_prog_id,ebpf_prog_name,ebpf_prog_type,ebpf_prog_time_ns_per_run,hook_point,timestamp
hookcmp_xdp_rate_limit_20260409_211050,tenant1,29228,na,na,na,na,na,xdp,2026-04-09T21:11:34+05:30
hookcmp_xdp_rate_limit_20260409_211050,tenant2,29296,na,na,na,na,na,xdp,2026-04-09T21:11:34+05:30
hookcmp_xdp_rate_limit_20260409_211050,noisy,29364,na,na,na,na,na,xdp,2026-04-09T21:11:34+05:30
