experiment,tenant,cgroup_id,ksoftirqd_latency_us,ebpf_prog_id,ebpf_prog_name,ebpf_prog_type,ebpf_prog_time_ns_per_run,hook_point,timestamp
ohs_ebpf_rate_medium_intermittent_none_20260409_210547,tenant1,27528,na,na,na,na,na,tc,2026-04-09T21:08:26+05:30
ohs_ebpf_rate_medium_intermittent_none_20260409_210547,tenant2,27596,na,na,na,na,na,tc,2026-04-09T21:08:26+05:30
ohs_ebpf_rate_medium_intermittent_none_20260409_210547,noisy,27664,na,na,na,na,na,tc,2026-04-09T21:08:26+05:30
