experiment,tenant,cgroup_id,ksoftirqd_latency_us,ebpf_prog_id,ebpf_prog_name,ebpf_prog_type,ebpf_prog_time_ns_per_run,hook_point,timestamp
ohs_none_medium_bursty_spike_20260409_210547,tenant1,26712,na,na,na,na,na,tc,2026-04-09T21:06:45+05:30
ohs_none_medium_bursty_spike_20260409_210547,tenant2,26780,na,na,na,na,na,tc,2026-04-09T21:06:45+05:30
ohs_none_medium_bursty_spike_20260409_210547,noisy,26848,na,na,na,na,na,tc,2026-04-09T21:06:45+05:30
