experiment,tenant,cgroup_id,ksoftirqd_latency_us,ebpf_prog_id,ebpf_prog_name,ebpf_prog_type,ebpf_prog_time_ns_per_run,hook_point,timestamp
ohs_adaptive_ip_low_constant_none_20260409_205826,tenant1,24756,na,na,na,na,na,tc,2026-04-09T21:02:09+05:30
ohs_adaptive_ip_low_constant_none_20260409_205826,tenant2,24824,na,na,na,na,na,tc,2026-04-09T21:02:09+05:30
ohs_adaptive_ip_low_constant_none_20260409_205826,noisy,24892,na,na,na,na,na,tc,2026-04-09T21:02:09+05:30
