Linux 5.15.0-171-generic (cloudnet-s05) 	05/19/2026 	_x86_64_	(8 CPU)

12:28:02 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:28:03 PM  all    1.50    0.00    0.62    0.00    0.00    0.00    0.00    0.00    0.00   97.88
12:28:03 PM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:28:03 PM    1    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
12:28:03 PM    2    1.98    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   97.03
12:28:03 PM    3    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
12:28:03 PM    4    4.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
12:28:03 PM    5    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:28:03 PM    6    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
12:28:03 PM    7    1.98    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   97.03

12:28:03 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:28:04 PM  all    0.25    0.00    0.25    0.38    0.00    0.00    0.00    0.00    0.00   99.12
12:28:04 PM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:28:04 PM    1    0.98    0.00    0.98    0.00    0.00    0.00    0.00    0.00    0.00   98.04
12:28:04 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:28:04 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:28:04 PM    4    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:28:04 PM    5    0.00    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00   98.99
12:28:04 PM    6    0.00    0.00    0.00    2.02    0.00    0.00    0.00    0.00    0.00   97.98
12:28:04 PM    7    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00

12:28:04 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:28:05 PM  all    0.25    0.00    0.00    0.13    0.00    0.00    0.00    0.00    0.00   99.62
12:28:05 PM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:28:05 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:28:05 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:28:05 PM    3    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
12:28:05 PM    4    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
12:28:05 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:28:05 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:28:05 PM    7    0.00    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00   98.99

12:28:05 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:28:06 PM  all    8.50    0.00   16.58    0.00    0.00    1.61    0.00    0.00    0.00   73.30
12:28:06 PM    0    6.19    0.00   18.58    0.00    0.00    0.88    0.00    0.00    0.00   74.34
12:28:06 PM    1    6.78    0.00   22.03    0.00    0.00    0.85    0.00    0.00    0.00   70.34
12:28:06 PM    2    6.96    0.00   14.78    0.00    0.00    2.61    0.00    0.00    0.00   75.65
12:28:06 PM    3    7.83    0.00   15.65    0.00    0.00    2.61    0.00    0.00    0.00   73.91
12:28:06 PM    4   11.86    0.00   14.41    0.00    0.00    1.69    0.00    0.00    0.00   72.03
12:28:06 PM    5   11.76    0.00   15.97    0.00    0.00    0.84    0.00    0.00    0.00   71.43
12:28:06 PM    6    6.96    0.00   16.52    0.00    0.00    1.74    0.00    0.00    0.00   74.78
12:28:06 PM    7    9.48    0.00   14.66    0.00    0.00    1.72    0.00    0.00    0.00   74.14

12:28:06 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:28:07 PM  all   10.24    0.00   17.84    0.00    0.00    3.08    0.00    0.00    0.00   68.83
12:28:07 PM    0   11.30    0.00   19.13    0.00    0.00    2.61    0.00    0.00    0.00   66.96
12:28:07 PM    1    9.73    0.00   19.47    0.00    0.00    1.77    0.00    0.00    0.00   69.03
12:28:07 PM    2    7.14    0.00   16.96    0.00    0.00    4.46    0.00    0.00    0.00   71.43
12:28:07 PM    3    8.93    0.00   17.86    0.00    0.00    3.57    0.00    0.00    0.00   69.64
12:28:07 PM    4   11.30    0.00   18.26    0.00    0.00    2.61    0.00    0.00    0.00   67.83
12:28:07 PM    5   10.62    0.00   16.81    0.00    0.00    4.42    0.00    0.00    0.00   68.14
12:28:07 PM    6   11.40    0.00   17.54    0.00    0.00    2.63    0.00    0.00    0.00   68.42
12:28:07 PM    7   11.40    0.00   16.67    0.00    0.00    2.63    0.00    0.00    0.00   69.30

12:28:07 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:28:08 PM  all   10.34    0.00   15.56    0.00    0.00    2.07    0.00    0.00    0.00   72.03
12:28:08 PM    0   10.08    0.00   18.49    0.00    0.00    1.68    0.00    0.00    0.00   69.75
12:28:08 PM    1    8.11    0.00   16.22    0.00    0.00    1.80    0.00    0.00    0.00   73.87
12:28:08 PM    2    9.91    0.00   13.51    0.00    0.00    4.50    0.00    0.00    0.00   72.07
12:28:08 PM    3    9.57    0.00   15.65    0.00    0.00    4.35    0.00    0.00    0.00   70.43
12:28:08 PM    4   10.34    0.00   15.52    0.00    0.00    1.72    0.00    0.00    0.00   72.41
12:28:08 PM    5   14.17    0.00   15.00    0.00    0.00    0.83    0.00    0.00    0.00   70.00
12:28:08 PM    6    9.01    0.00   13.51    0.00    0.00    0.90    0.00    0.00    0.00   76.58
12:28:08 PM    7   11.21    0.00   16.38    0.00    0.00    0.86    0.00    0.00    0.00   71.55

12:28:08 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:28:09 PM  all   13.00    0.00   20.71    0.46    0.00    5.64    0.00    0.00    0.00   60.18
12:28:09 PM    0    9.80    0.00   15.69    0.00    0.00    6.86    0.00    0.00    0.00   67.65
12:28:09 PM    1   12.50    0.00   19.64    0.00    0.00    6.25    0.00    0.00    0.00   61.61
12:28:09 PM    2   10.43    0.00   26.09    0.00    0.00    4.35    0.00    0.00    0.00   59.13
12:28:09 PM    3   13.79    0.00   24.14    0.00    0.00    5.17    0.00    0.00    0.00   56.90
12:28:09 PM    4   16.98    0.00   19.81    0.00    0.00    2.83    0.00    0.00    0.00   60.38
12:28:09 PM    5   14.71    0.00   16.67    1.96    0.00    5.88    0.00    0.00    0.00   60.78
12:28:09 PM    6   11.93    0.00   22.94    0.92    0.00    7.34    0.00    0.00    0.00   56.88
12:28:09 PM    7   14.02    0.00   19.63    0.93    0.00    6.54    0.00    0.00    0.00   58.88

12:28:09 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:28:10 PM  all    8.78    0.00   15.81    0.00    0.00    1.76    0.00    0.00    0.00   73.66
12:28:10 PM    0    5.56    0.00   13.89    0.00    0.00    2.78    0.00    0.00    0.00   77.78
12:28:10 PM    1    7.14    0.00   15.18    0.00    0.00    2.68    0.00    0.00    0.00   75.00
12:28:10 PM    2    8.04    0.00   16.07    0.00    0.00    0.89    0.00    0.00    0.00   75.00
12:28:10 PM    3    5.41    0.00   16.22    0.00    0.00    1.80    0.00    0.00    0.00   76.58
12:28:10 PM    4   12.50    0.00   17.50    0.00    0.00    0.83    0.00    0.00    0.00   69.17
12:28:10 PM    5    7.08    0.00   16.81    0.00    0.00    2.65    0.00    0.00    0.00   73.45
12:28:10 PM    6   10.34    0.00   16.38    0.00    0.00    0.86    0.00    0.00    0.00   72.41
12:28:10 PM    7   13.45    0.00   14.29    0.00    0.00    1.68    0.00    0.00    0.00   70.59

12:28:10 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:28:11 PM  all   11.21    0.00   18.57    0.00    0.00    2.53    0.00    0.00    0.00   67.69
12:28:11 PM    0   12.50    0.00   14.29    0.00    0.00    4.46    0.00    0.00    0.00   68.75
12:28:11 PM    1   10.81    0.00   18.92    0.00    0.00    1.80    0.00    0.00    0.00   68.47
12:28:11 PM    2   11.48    0.00   22.95    0.00    0.00    2.46    0.00    0.00    0.00   63.11
