Linux 5.15.0-171-generic (cloudnet-s05) 	05/19/2026 	_x86_64_	(8 CPU)

12:24:48 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:24:49 PM  all    1.37    0.00    0.75    0.37    0.00    0.00    0.00    0.00    0.00   97.50
12:24:49 PM    0    0.99    0.00    0.99    1.98    0.00    0.00    0.00    0.00    0.00   96.04
12:24:49 PM    1    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
12:24:49 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:24:49 PM    3    4.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
12:24:49 PM    4    1.98    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   97.03
12:24:49 PM    5    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
12:24:49 PM    6    1.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   98.00
12:24:49 PM    7    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00

12:24:49 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:24:50 PM  all    0.25    0.00    0.38    0.63    0.00    0.00    0.00    0.00    0.00   98.75
12:24:50 PM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:24:50 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:24:50 PM    2    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:24:50 PM    3    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:24:50 PM    4    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
12:24:50 PM    5    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:24:50 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:24:50 PM    7    0.00    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00   94.95

12:24:50 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:24:51 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:24:51 PM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:24:51 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:24:51 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:24:51 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:24:51 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:24:51 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:24:51 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:24:51 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:24:51 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:24:52 PM  all    1.83    0.00    5.37    0.00    0.00    1.44    0.00    0.00    0.00   91.36
12:24:52 PM    0    3.12    0.00    5.21    0.00    0.00    2.08    0.00    0.00    0.00   89.58
12:24:52 PM    1    2.08    0.00    5.21    0.00    0.00    1.04    0.00    0.00    0.00   91.67
12:24:52 PM    2    1.04    0.00    6.25    0.00    0.00    1.04    0.00    0.00    0.00   91.67
12:24:52 PM    3    0.00    0.00    3.30    0.00    0.00    0.00    0.00    0.00    0.00   96.70
12:24:52 PM    4    3.12    0.00    6.25    0.00    0.00    1.04    0.00    0.00    0.00   89.58
12:24:52 PM    5    1.03    0.00    6.19    0.00    0.00    2.06    0.00    0.00    0.00   90.72
12:24:52 PM    6    3.16    0.00    5.26    0.00    0.00    2.11    0.00    0.00    0.00   89.47
12:24:52 PM    7    1.03    0.00    5.15    0.00    0.00    2.06    0.00    0.00    0.00   91.75

