Linux 5.15.0-171-generic (cloudnet-s05) 	05/19/2026 	_x86_64_	(8 CPU)

12:23:44 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:23:45 PM  all    1.00    0.00    1.12    0.00    0.00    0.00    0.00    0.00    0.00   97.88
12:23:45 PM    0    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:23:45 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:23:45 PM    2    3.03    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   93.94
12:23:45 PM    3    1.98    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   96.04
12:23:45 PM    4    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:23:45 PM    5    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
12:23:45 PM    6    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:23:45 PM    7    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.98

12:23:45 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:23:46 PM  all    0.38    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.62
12:23:46 PM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:23:46 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:23:46 PM    2    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
12:23:46 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:23:46 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:23:46 PM    5    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:23:46 PM    6    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
12:23:46 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:23:46 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:23:47 PM  all    0.13    0.00    0.13    0.00    0.00    0.00    0.00    0.00    0.00   99.75
12:23:47 PM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:23:47 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:23:47 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:23:47 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:23:47 PM    4    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:23:47 PM    5    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
12:23:47 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:23:47 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:23:47 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:23:48 PM  all    1.75    0.00    0.15    0.15    0.00    0.00    0.00    0.00    0.00   97.96
12:23:48 PM    0    1.18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.82
12:23:48 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:23:48 PM    2    1.19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.81
12:23:48 PM    3    1.19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.81
12:23:48 PM    4    1.14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.86
12:23:48 PM    5    2.30    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.70
12:23:48 PM    6    5.68    0.00    1.14    0.00    0.00    0.00    0.00    0.00    0.00   93.18
12:23:48 PM    7    1.16    0.00    0.00    1.16    0.00    0.00    0.00    0.00    0.00   97.67

12:23:48 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:23:49 PM  all    1.17    0.00    1.75    0.88    0.00    0.58    0.00    0.00    0.00   95.62
12:23:49 PM    0    0.00    0.00    4.60    1.15    0.00    0.00    0.00    0.00    0.00   94.25
12:23:49 PM    1    1.18    0.00    2.35    1.18    0.00    0.00    0.00    0.00    0.00   95.29
12:23:49 PM    2    1.14    0.00    1.14    0.00    0.00    1.14    0.00    0.00    0.00   96.59
12:23:49 PM    3    1.15    0.00    2.30    0.00    0.00    1.15    0.00    0.00    0.00   95.40
12:23:49 PM    4    2.38    0.00    1.19    3.57    0.00    0.00    0.00    0.00    0.00   92.86
12:23:49 PM    5    1.18    0.00    1.18    0.00    0.00    1.18    0.00    0.00    0.00   96.47
12:23:49 PM    6    2.33    0.00    0.00    0.00    0.00    1.16    0.00    0.00    0.00   96.51
12:23:49 PM    7    0.00    0.00    1.20    1.20    0.00    0.00    0.00    0.00    0.00   97.59

12:23:49 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
