Linux 5.15.0-171-generic (cloudnet-s05) 	05/19/2026 	_x86_64_	(8 CPU)

12:39:51 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:39:52 PM  all    1.74    0.00    0.75    0.12    0.00    0.00    0.00    0.00    0.00   97.38
12:39:52 PM    0    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:39:52 PM    1    3.96    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   94.06
12:39:52 PM    2    1.98    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   97.03
12:39:52 PM    3    0.99    0.00    1.98    0.00    0.00    0.00    0.00    0.00    0.00   97.03
12:39:52 PM    4    1.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.02
12:39:52 PM    5    2.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
12:39:52 PM    6    1.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   98.00
12:39:52 PM    7    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99

12:39:52 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:39:53 PM  all    0.13    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.62
12:39:53 PM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:39:53 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:39:53 PM    2    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:39:53 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:39:53 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:39:53 PM    5    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:39:53 PM    6    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
12:39:53 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:39:53 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:39:54 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:39:54 PM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:39:54 PM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:39:54 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:39:54 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:39:54 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:39:54 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:39:54 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:39:54 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

12:39:54 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:39:55 PM  all    0.88    0.00    0.58    0.29    0.00    0.15    0.00    0.00    0.00   98.10
12:39:55 PM    0    2.33    0.00    0.00    1.16    0.00    0.00    0.00    0.00    0.00   96.51
12:39:55 PM    1    0.00    0.00    0.00    1.19    0.00    0.00    0.00    0.00    0.00   98.81
12:39:55 PM    2    0.00    0.00    0.00    0.00    0.00    1.20    0.00    0.00    0.00   98.80
12:39:55 PM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
12:39:55 PM    4    3.49    0.00    2.33    0.00    0.00    0.00    0.00    0.00    0.00   94.19
12:39:55 PM    5    1.14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.86
12:39:55 PM    6    0.00    0.00    1.15    0.00    0.00    0.00    0.00    0.00    0.00   98.85
12:39:55 PM    7    0.00    0.00    1.15    0.00    0.00    0.00    0.00    0.00    0.00   98.85

12:39:55 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:39:56 PM  all    1.30    0.00    1.45    0.00    0.00    0.00    0.00    0.00    0.00   97.25
12:39:56 PM    0    1.11    0.00    1.11    0.00    0.00    0.00    0.00    0.00    0.00   97.78
12:39:56 PM    1    1.16    0.00    2.33    0.00    0.00    0.00    0.00    0.00    0.00   96.51
12:39:56 PM    2    1.15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.85
12:39:56 PM    3    1.08    0.00    1.08    0.00    0.00    0.00    0.00    0.00    0.00   97.85
12:39:56 PM    4    1.20    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   97.59
12:39:56 PM    5    2.38    0.00    2.38    0.00    0.00    0.00    0.00    0.00    0.00   95.24
12:39:56 PM    6    1.19    0.00    2.38    0.00    0.00    0.00    0.00    0.00    0.00   96.43
12:39:56 PM    7    1.20    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   97.59

12:39:56 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:39:57 PM  all    9.50    0.00   13.64    0.41    0.00    2.20    0.00    0.00    0.00   74.24
12:39:57 PM    0   10.64    0.00   12.77    0.00    0.00    3.19    0.00    0.00    0.00   73.40
12:39:57 PM    1    5.32    0.00   15.96    0.00    0.00    2.13    0.00    0.00    0.00   76.60
12:39:57 PM    2    7.45    0.00   17.02    0.00    0.00    1.06    0.00    0.00    0.00   74.47
12:39:57 PM    3    5.75    0.00   10.34    0.00    0.00    3.45    0.00    0.00    0.00   80.46
12:39:57 PM    4   13.19    0.00   12.09    1.10    0.00    1.10    0.00    0.00    0.00   72.53
12:39:57 PM    5   12.09    0.00   13.19    1.10    0.00    3.30    0.00    0.00    0.00   70.33
12:39:57 PM    6   11.36    0.00   14.77    1.14    0.00    2.27    0.00    0.00    0.00   70.45
12:39:57 PM    7   10.34    0.00   12.64    0.00    0.00    1.15    0.00    0.00    0.00   75.86

12:39:57 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:39:58 PM  all    0.72    0.00    1.16    0.00    0.00    0.43    0.00    0.00    0.00   97.68
12:39:58 PM    0    0.00    0.00    0.00    0.00    0.00    1.19    0.00    0.00    0.00   98.81
12:39:58 PM    1    0.00    0.00    1.18    0.00    0.00    0.00    0.00    0.00    0.00   98.82
12:39:58 PM    2    0.00    0.00    2.30    0.00    0.00    1.15    0.00    0.00    0.00   96.55
12:39:58 PM    3    1.19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.81
12:39:58 PM    4    1.15    0.00    1.15    0.00    0.00    0.00    0.00    0.00    0.00   97.70
12:39:58 PM    5    1.16    0.00    1.16    0.00    0.00    0.00    0.00    0.00    0.00   97.67
12:39:58 PM    6    2.22    0.00    1.11    0.00    0.00    1.11    0.00    0.00    0.00   95.56
12:39:58 PM    7    0.00    0.00    2.30    0.00    0.00    0.00    0.00    0.00    0.00   97.70

12:39:58 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:39:59 PM  all    3.02    0.00    4.31    0.00    0.00    0.86    0.00    0.00    0.00   91.81
12:39:59 PM    0    1.16    0.00    4.65    0.00    0.00    1.16    0.00    0.00    0.00   93.02
12:39:59 PM    1    3.41    0.00    2.27    0.00    0.00    0.00    0.00    0.00    0.00   94.32
12:39:59 PM    2    2.33    0.00    4.65    0.00    0.00    1.16    0.00    0.00    0.00   91.86
12:39:59 PM    3    3.45    0.00    5.75    0.00    0.00    0.00    0.00    0.00    0.00   90.80
12:39:59 PM    4    1.20    0.00    1.20    0.00    0.00    0.00    0.00    0.00    0.00   97.59
12:39:59 PM    5    3.37    0.00    5.62    0.00    0.00    1.12    0.00    0.00    0.00   89.89
12:39:59 PM    6    6.82    0.00    2.27    0.00    0.00    2.27    0.00    0.00    0.00   88.64
12:39:59 PM    7    2.25    0.00    7.87    0.00    0.00    1.12    0.00    0.00    0.00   88.76

12:39:59 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:40:00 PM  all    9.25    0.00   14.36    0.00    0.00    3.59    0.00    0.00    0.00   72.79
12:40:00 PM    0   11.24    0.00   11.24    0.00    0.00    4.49    0.00    0.00    0.00   73.03
12:40:00 PM    1    9.20    0.00   14.94    0.00    0.00    3.45    0.00    0.00    0.00   72.41
12:40:00 PM    2    9.30    0.00   13.95    0.00    0.00    3.49    0.00    0.00    0.00   73.26
12:40:00 PM    3   11.11    0.00   14.44    0.00    0.00    3.33    0.00    0.00    0.00   71.11
12:40:00 PM    4   12.24    0.00   14.29    0.00    0.00    5.10    0.00    0.00    0.00   68.37
12:40:00 PM    5    7.61    0.00   16.30    0.00    0.00    3.26    0.00    0.00    0.00   72.83
12:40:00 PM    6    6.67    0.00   15.56    0.00    0.00    3.33    0.00    0.00    0.00   74.44
12:40:00 PM    7    6.52    0.00   14.13    0.00    0.00    2.17    0.00    0.00    0.00   77.17

12:40:00 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:40:01 PM  all    2.05    0.00    2.92    0.00    0.00    0.15    0.00    0.00    0.00   94.88
12:40:01 PM    0    1.22    0.00    4.88    0.00    0.00    0.00    0.00    0.00    0.00   93.90
12:40:01 PM    1    1.23    0.00    1.23    0.00    0.00    0.00    0.00    0.00    0.00   97.53
12:40:01 PM    2    4.76    0.00    2.38    0.00    0.00    0.00    0.00    0.00    0.00   92.86
12:40:01 PM    3    3.49    0.00    3.49    0.00    0.00    1.16    0.00    0.00    0.00   91.86
12:40:01 PM    4    2.22    0.00    2.22    0.00    0.00    0.00    0.00    0.00    0.00   95.56
12:40:01 PM    5    1.16    0.00    1.16    0.00    0.00    0.00    0.00    0.00    0.00   97.67
12:40:01 PM    6    2.27    0.00    3.41    0.00    0.00    0.00    0.00    0.00    0.00   94.32
12:40:01 PM    7    0.00    0.00    4.60    0.00    0.00    0.00    0.00    0.00    0.00   95.40

12:40:01 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:40:02 PM  all    0.73    0.00    1.61    0.15    0.00    0.15    0.00    0.00    0.00   97.37
12:40:02 PM    0    1.19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.81
12:40:02 PM    1    1.19    0.00    1.19    0.00    0.00    0.00    0.00    0.00    0.00   97.62
12:40:02 PM    2    0.00    0.00    1.19    0.00    0.00    1.19    0.00    0.00    0.00   97.62
12:40:02 PM    3    0.00    0.00    2.38    0.00    0.00    0.00    0.00    0.00    0.00   97.62
12:40:02 PM    4    1.12    0.00    2.25    1.12    0.00    0.00    0.00    0.00    0.00   95.51
12:40:02 PM    5    1.14    0.00    2.27    0.00    0.00    0.00    0.00    0.00    0.00   96.59
12:40:02 PM    6    0.00    0.00    2.27    0.00    0.00    0.00    0.00    0.00    0.00   97.73
12:40:02 PM    7    1.19    0.00    1.19    0.00    0.00    0.00    0.00    0.00    0.00   97.62

12:40:02 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:40:03 PM  all    1.03    0.00    1.62    0.00    0.00    0.44    0.00    0.00    0.00   96.92
12:40:03 PM    0    0.00    0.00    2.35    0.00    0.00    0.00    0.00    0.00    0.00   97.65
12:40:03 PM    1    1.18    0.00    0.00    0.00    0.00    1.18    0.00    0.00    0.00   97.65
12:40:03 PM    2    1.18    0.00    1.18    0.00    0.00    0.00    0.00    0.00    0.00   97.65
12:40:03 PM    3    1.25    0.00    1.25    0.00    0.00    0.00    0.00    0.00    0.00   97.50
12:40:03 PM    4    1.19    0.00    2.38    0.00    0.00    0.00    0.00    0.00    0.00   96.43
12:40:03 PM    5    0.00    0.00    2.27    0.00    0.00    1.14    0.00    0.00    0.00   96.59
12:40:03 PM    6    2.30    0.00    2.30    0.00    0.00    1.15    0.00    0.00    0.00   94.25
12:40:03 PM    7    1.15    0.00    1.15    0.00    0.00    0.00    0.00    0.00    0.00   97.70

12:40:03 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:40:04 PM  all    9.04    0.00   12.60    0.00    0.00    2.88    0.00    0.00    0.00   75.48
12:40:04 PM    0    5.68    0.00   12.50    0.00    0.00    2.27    0.00    0.00    0.00   79.55
12:40:04 PM    1    6.90    0.00    9.20    0.00    0.00    3.45    0.00    0.00    0.00   80.46
12:40:04 PM    2    6.59    0.00   13.19    0.00    0.00    2.20    0.00    0.00    0.00   78.02
12:40:04 PM    3    7.78    0.00   11.11    0.00    0.00    4.44    0.00    0.00    0.00   76.67
12:40:04 PM    4   10.87    0.00   10.87    0.00    0.00    3.26    0.00    0.00    0.00   75.00
12:40:04 PM    5   14.14    0.00   14.14    0.00    0.00    4.04    0.00    0.00    0.00   67.68
12:40:04 PM    6    9.89    0.00   14.29    0.00    0.00    2.20    0.00    0.00    0.00   73.63
12:40:04 PM    7    9.78    0.00   15.22    0.00    0.00    1.09    0.00    0.00    0.00   73.91

12:40:04 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:40:05 PM  all    4.14    0.00    4.71    0.00    0.00    1.00    0.00    0.00    0.00   90.16
12:40:05 PM    0    3.41    0.00    4.55    0.00    0.00    1.14    0.00    0.00    0.00   90.91
12:40:05 PM    1    3.45    0.00    3.45    0.00    0.00    0.00    0.00    0.00    0.00   93.10
12:40:05 PM    2    5.56    0.00    6.67    0.00    0.00    2.22    0.00    0.00    0.00   85.56
12:40:05 PM    3    2.33    0.00    4.65    0.00    0.00    2.33    0.00    0.00    0.00   90.70
12:40:05 PM    4    2.33    0.00    5.81    0.00    0.00    0.00    0.00    0.00    0.00   91.86
12:40:05 PM    5    5.62    0.00    4.49    0.00    0.00    0.00    0.00    0.00    0.00   89.89
12:40:05 PM    6    6.74    0.00    4.49    0.00    0.00    0.00    0.00    0.00    0.00   88.76
12:40:05 PM    7    3.49    0.00    3.49    0.00    0.00    2.33    0.00    0.00    0.00   90.70

12:40:05 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:40:06 PM  all    2.17    0.00    4.05    0.00    0.00    0.29    0.00    0.00    0.00   93.49
12:40:06 PM    0    2.33    0.00    3.49    0.00    0.00    0.00    0.00    0.00    0.00   94.19
12:40:06 PM    1    1.18    0.00    3.53    0.00    0.00    0.00    0.00    0.00    0.00   95.29
12:40:06 PM    2    3.53    0.00    2.35    0.00    0.00    0.00    0.00    0.00    0.00   94.12
12:40:06 PM    3    3.57    0.00    2.38    0.00    0.00    0.00    0.00    0.00    0.00   94.05
12:40:06 PM    4    2.27    0.00    5.68    0.00    0.00    0.00    0.00    0.00    0.00   92.05
12:40:06 PM    5    1.18    0.00    3.53    0.00    0.00    0.00    0.00    0.00    0.00   95.29
12:40:06 PM    6    2.20    0.00    7.69    0.00    0.00    1.10    0.00    0.00    0.00   89.01
12:40:06 PM    7    1.15    0.00    3.45    0.00    0.00    1.15    0.00    0.00    0.00   94.25

12:40:06 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:40:07 PM  all    5.19    0.00    6.45    0.14    0.00    1.54    0.00    0.00    0.00   86.68
12:40:07 PM    0    3.37    0.00    5.62    0.00    0.00    2.25    0.00    0.00    0.00   88.76
12:40:07 PM    1    5.56    0.00    5.56    0.00    0.00    1.11    0.00    0.00    0.00   87.78
12:40:07 PM    2    4.65    0.00    3.49    0.00    0.00    1.16    0.00    0.00    0.00   90.70
12:40:07 PM    3    5.43    0.00    6.52    0.00    0.00    2.17    0.00    0.00    0.00   85.87
12:40:07 PM    4    6.67    0.00    7.78    1.11    0.00    2.22    0.00    0.00    0.00   82.22
12:40:07 PM    5    4.49    0.00    7.87    0.00    0.00    1.12    0.00    0.00    0.00   86.52
12:40:07 PM    6    4.65    0.00    6.98    0.00    0.00    1.16    0.00    0.00    0.00   87.21
12:40:07 PM    7    6.59    0.00    7.69    0.00    0.00    1.10    0.00    0.00    0.00   84.62

12:40:07 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:40:08 PM  all    5.66    0.00   10.21    0.00    0.00    1.79    0.00    0.00    0.00   82.34
12:40:08 PM    0    7.29    0.00   13.54    0.00    0.00    3.12    0.00    0.00    0.00   76.04
12:40:08 PM    1    5.56    0.00   10.00    0.00    0.00    1.11    0.00    0.00    0.00   83.33
12:40:08 PM    2    4.35    0.00    9.78    0.00    0.00    2.17    0.00    0.00    0.00   83.70
12:40:08 PM    3    6.52    0.00   11.96    0.00    0.00    0.00    0.00    0.00    0.00   81.52
12:40:08 PM    4    5.68    0.00    7.95    0.00    0.00    2.27    0.00    0.00    0.00   84.09
12:40:08 PM    5    5.56    0.00    8.89    0.00    0.00    2.22    0.00    0.00    0.00   83.33
